x,lax_u1,lax_u2,lax_u3,box_u1,box_u2,box_u3,exact_u1,exact_u2,exact_u3
0.71,1.16977465115107,-0.8027168730406664,1.097983477967861,1.251449999144373,-0.8435545470373175,1.031082309998655,0.9066581198310302,-0.6711586073806463,1.203471252037761
0.7125,1.10259532897535,-0.7777331483571364,1.147919108824933,1.017583817893366,-0.7352273928161448,1.164834651821225,0.9153210619501301,-0.6840960148445268,1.215959054780997
0.715,1.106350768545949,-0.7882028369395145,1.16244928371926,0.7378609043012745,-0.603957904817177,1.321572502239431,0.9240262382912421,-0.6970405718121609,1.228482883920816
0.7175,1.059221688286449,-0.7732157680064848,1.202476504649677,0.6025097346503068,-0.5448597911884139,1.406180582104258,0.9327731118781024,-0.7099914798023117,1.241041966928443
0.72,1.064447387673215,-0.7843910621974026,1.216385946671114,0.7128910742120725,-0.6086129054668314,1.367977464311338,0.9415611431623407,-0.7229479399419656,1.253635529100473
0.7225,1.034471910381091,-0.77795021317778,1.247949513999795,0.9914986692764887,-0.756463592625479,1.245715227851105,0.9503897900567909,-0.7359091530156301,1.266262793606677
0.725,1.040873477578967,-0.7896818043196515,1.261381900879179,1.221449171780358,-0.8799696514203471,1.14783449555902,0.9592585079689371,-0.7488743195146365,1.278922981537894
0.7275,1.02443760427818,-0.789978066908292,1.286285165008321,1.21527545127974,-0.885396990409072,1.168067778194233,0.9681667498344643,-0.761842639686434,1.291615311954107
0.73,1.031716661633909,-0.8021146613253762,1.299386072030299,0.9872918130915094,-0.7799022370541764,1.299256865433934,0.9771139661510592,-0.7748133135839512,1.304339001932582
0.7325,1.025158261982126,-0.8073148695998519,1.319456371247803,0.7613578326756029,-0.6754146549465905,1.429470908747364,0.9860996050122794,-0.7877855411149288,1.317093266616192
0.735,1.033052500589096,-0.8197232163150159,1.33235325365457,0.7694747515967898,-0.687934341818863,1.442708223480446,0.9951231121415967,-0.8007585220912663,1.329877319261807
0.7375,1.03315521169007,-0.8282170966601341,1.349194972077685,1.011782790564245,-0.8175308860972219,1.338897632401571,1.004183930926574,-0.8137314562783862,1.342690371288848
0.74,1.041459464530047,-0.8407925244830068,1.361986637118173,1.23589832343161,-0.9380119539337882,1.24422987876739,1.013281502453242,-0.8267035434446039,1.355531632327911
0.7425,1.045712499017583,-0.851322600149004,1.376851307278073,1.200268548902017,-0.9286006250912211,1.279480290536337,1.022415265540533,-0.8396739834104789,1.368400310269517
