h;error
0.000000001000000;0.000000003605366
0.000000002000000;0.000000003605366
0.000000003000000;0.000000001292401
0.000000004000000;0.000000001870642
0.000000005000000;0.000000002217587
0.000000006000000;0.000000000135919
0.000000007000000;0.000000000359717
0.000000008000000;0.000000000135919
0.000000009000000;0.000000000521413
0.000000010000000;0.000000000135919
0.000000011000000;0.000000000451323
0.000000012000000;0.000000000714160
0.000000013000000;0.000000000402799
0.000000014000000;0.000000000631554
0.000000015000000;0.000000000367215
0.000000016000000;0.000000000569599
0.000000017000000;0.000000000476337
0.000000018000000;0.000000000249576
0.000000019000000;0.000000000046684
0.000000020000000;0.000000000211026
0.000000021000000;0.000000000029293
0.000000022000000;0.000000000135919
0.000000023000000;0.000000000014927
0.000000024000000;0.000000000135919
0.000000025000000;0.000000000002859
0.000000026000000;0.000000000135919
0.000000027000000;0.000000000249576
0.000000028000000;0.000000000111899
0.000000029000000;0.000000000222990
0.000000030000000;0.000000000095378
0.000000031000000;0.000000000024001
0.000000032000000;0.000000000080922
0.000000033000000;0.000000000030784
0.000000034000000;0.000000000068167
0.000000035000000;0.000000000036792
0.000000036000000;0.000000000135919
0.000000037000000;0.000000000042150
0.000000038000000;0.000000000229286
0.000000039000000;0.000000000308882
0.000000040000000;0.000000000211026
0.000000041000000;0.000000000287185
0.000000042000000;0.000000000194505
0.000000043000000;0.000000000106136
0.000000044000000;0.000000000021784
0.000000045000000;0.000000000095378
0.000000046000000;0.000000000014927
0.000000047000000;0.000000000062101
0.000000048000000;0.000000000008642
0.000000049000000;0.000000000359717
0.000000050000000;0.000000000280415
0.000000051000000;0.000000000204223
0.000000052000000;0.000000000264402
0.000000053000000;0.000000000191388
0.000000054000000;0.000000000249576
0.000000055000000;0.000000000179486
0.000000056000000;0.000000000235808
0.000000057000000;0.000000000168419
0.000000058000000;0.000000000103354
0.000000059000000;0.000000000158102
0.000000060000000;0.000000000326674
0.000000061000000;0.000000000262215
0.000000062000000;0.000000000311752
0.000000063000000;0.000000000249576
0.000000064000000;0.000000000297762
0.000000065000000;0.000000000237714
0.000000066000000;0.000000000284620
0.000000067000000;0.000000000226561
0.000000068000000;0.000000000170209
0.000000069000000;0.000000000216054
0.000000070000000;0.000000000359717
0.000000071000000;0.000000000303870
0.000000072000000;0.000000000345949
0.000000073000000;0.000000000291821
0.000000074000000;0.000000000332926
0.000000075000000;0.000000000280415
0.000000076000000;0.000000000320588
0.000000077000000;0.000000000269601
0.000000078000000;0.000000000308882
0.000000079000000;0.000000000259335
0.000000080000000;0.000000000297762
0.000000081000000;0.000000000420906
0.000000082000000;0.000000000371805
0.000000083000000;0.000000000323888
0.000000084000000;0.000000000359717
0.000000085000000;0.000000000313069
0.000000086000000;0.000000000348190
0.000000087000000;0.000000000302747
0.000000088000000;0.000000000337188
0.000000089000000;0.000000000292889
0.000000090000000;0.000000000326674
0.000000091000000;0.000000000283465
0.000000092000000;0.000000000392041
0.000000093000000;0.000000000423670
0.000000094000000;0.000000000380808
0.000000095000000;0.000000000411889
0.000000096000000;0.000000000370042
0.000000097000000;0.000000000400594
0.000000098000000;0.000000000359717
0.000000099000000;0.000000000389755
0.000000100000000;0.000000000349804
0.000000101000000;0.000000000379346
0.000000102000000;0.000000000476337
0.000000103000000;0.000000000436709
0.000000104000000;0.000000000464563
0.000000105000000;0.000000000425801
0.000000106000000;0.000000000453233
0.000000107000000;0.000000000415302
0.000000108000000;0.000000000442323
0.000000109000000;0.000000000468847
0.000000110000000;0.000000000431809
0.000000111000000;0.000000000457951
0.000000112000000;0.000000000359717
0.000000113000000;0.000000000508846
0.000000114000000;0.000000000533624
0.000000115000000;0.000000000497633
0.000000116000000;0.000000000522080
0.000000117000000;0.000000000486803
0.000000118000000;0.000000000510927
0.000000119000000;0.000000000476337
0.000000120000000;0.000000000442323
0.000000121000000;0.000000000466217
0.000000122000000;0.000000000432843
0.000000123000000;0.000000000456426
0.000000124000000;0.000000000591546
0.000000125000000;0.000000000557971
0.000000126000000;0.000000000579999
0.000000127000000;0.000000000492406
0.000000128000000;0.000000000514603
0.000000129000000;0.000000000536455
0.000000130000000;0.000000000504595
0.000000131000000;0.000000000526190
0.000000132000000;0.000000000494890
0.000000133000000;0.000000000516233
0.000000134000000;0.000000000485475
0.000000135000000;0.000000000557971
0.000000136000000;0.000000000578379
0.000000137000000;0.000000000598490
0.000000138000000;0.000000000568027
0.000000139000000;0.000000000587923
0.000000140000000;0.000000000557971
0.000000141000000;0.000000000577656
0.000000142000000;0.000000000548198
0.000000143000000;0.000000000567676
0.000000144000000;0.000000000586883
0.000000145000000;0.000000000653680
0.000000146000000;0.000000000624508
0.000000147000000;0.000000000642937
0.000000148000000;0.000000000614232
0.000000149000000;0.000000000632482
0.000000150000000;0.000000000650489
0.000000151000000;0.000000000622305
0.000000152000000;0.000000000594491
0.000000153000000;0.000000000612393
0.000000154000000;0.000000000585005
0.000000155000000;0.000000000602738
0.000000156000000;0.000000000709203
0.000000157000000;0.000000000681722
0.000000158000000;0.000000000654588
0.000000159000000;0.000000000671437
0.000000160000000;0.000000000644707
0.000000161000000;0.000000000661408
0.000000162000000;0.000000000677902
0.000000163000000;0.000000000651625
0.000000164000000;0.000000000667978
0.000000165000000;0.000000000642079
0.000000166000000;0.000000000658292
0.000000167000000;0.000000000715862
0.000000168000000;0.000000000731443
0.000000169000000;0.000000000705782
0.000000170000000;0.000000000721239
0.000000171000000;0.000000000736515
0.000000172000000;0.000000000711272
0.000000173000000;0.000000000726429
0.000000174000000;0.000000000701534
0.000000175000000;0.000000000676923
0.000000176000000;0.000000000692018
0.000000177000000;0.000000000706941
0.000000178000000;0.000000000799663
0.000000179000000;0.000000000736289
0.000000180000000;0.000000000750718
0.000000181000000;0.000000000764988
0.000000182000000;0.000000000740975
0.000000183000000;0.000000000755142
0.000000184000000;0.000000000769155
0.000000185000000;0.000000000745508
0.000000186000000;0.000000000759423
0.000000187000000;0.000000000773188
0.000000188000000;0.000000000823716
0.000000189000000;0.000000000800281
0.000000190000000;0.000000000813614
0.000000191000000;0.000000000826808
0.000000192000000;0.000000000803723
0.000000193000000;0.000000000816831
0.000000194000000;0.000000000794036
0.000000195000000;0.000000000807059
0.000000196000000;0.000000000784547
0.000000197000000;0.000000000797486
0.000000198000000;0.000000000810294
0.000000199000000;0.000000000857843
0.000000200000000;0.000000000835527
