x,ReR,ImR,AbsR
-50,0.019607843137254943,0,0.019607843137254943
-49.972499999999997,0.019618421697974453,0,0.019618421697974453
-49.945,0.019629011679261898,0,0.019629011679261898
-49.917499999999997,0.019639613099621922,0,0.019639613099621922
-49.890000000000001,0.019650225977598801,0,0.019650225977598801
-49.862499999999997,0.019660850331776891,0,0.019660850331776891
-49.835000000000001,0.019671486180780962,0,0.019671486180780962
-49.807499999999997,0.01968213354327597,0,0.01968213354327597
-49.780000000000001,0.019692792437967621,0,0.019692792437967621
-49.752499999999998,0.019703462883601808,0,0.019703462883601808
-49.725000000000001,0.019714144898965058,0,0.019714144898965058
-49.697499999999998,0.019724838502884645,0,0.019724838502884645
-49.670000000000002,0.019735543714229364,0,0.019735543714229364
-49.642499999999998,0.019746260551907979,0,0.019746260551907979
-49.615000000000002,0.019756989034871109,0,0.019756989034871109
-49.587499999999999,0.019767729182110116,0,0.019767729182110116
-49.560000000000002,0.019778481012658333,0,0.019778481012658333
-49.532499999999999,0.019789244545589613,0,0.019789244545589613
-49.505000000000003,0.019800019800019775,0,0.019800019800019775
-49.477499999999999,0.019810806795106717,0,0.019810806795106717
-49.450000000000003,0.019821605550049526,0,0.019821605550049526
-49.422499999999999,0.019832416084089366,0,0.019832416084089366
-49.395000000000003,0.01984323841650959,0,0.01984323841650959
-49.3675,0.019854072566635406,0,0.019854072566635406
-49.340000000000003,0.019864918553834099,0,0.019864918553834099
-49.3125,0.019875776397515477,0,0.019875776397515477
-49.284999999999997,0.019886646117132201,0,0.019886646117132201
-49.2575,0.019897527732179454,0,0.019897527732179454
-49.229999999999997,0.019908421262193943,0,0.019908421262193943
-49.202500000000001,0.01991932672675667,0,0.01991932672675667
-49.174999999999997,0.019930244145490827,0,0.019930244145490827
-49.147500000000001,0.019941173538062684,0,0.019941173538062684
-49.119999999999997,0.019952114924181807,0,0.019952114924181807
-49.092500000000001,0.019963068323601285,0,0.019963068323601285
-49.064999999999998,0.01997403375611706,0,0.01997403375611706
-49.037500000000001,0.019985011241568706,0,0.019985011241568706
-49.009999999999998,0.019996000799839986,0,0.019996000799839986
-48.982500000000002,0.020007002450857736,0,0.020007002450857736
-48.954999999999998,0.020018016214593093,0,0.020018016214593093
-48.927500000000002,0.020029042111060935,0,0.020029042111060935
-48.899999999999999,0.02004008016032055,0,0.02004008016032055
-48.872500000000002,0.020051130382475413,0,0.020051130382475413
-48.844999999999999,0.020062192797672629,0,0.020062192797672629
-48.817500000000003,0.020073267426105379,0,0.020073267426105379
-48.789999999999999,0.020084354288009698,0,0.020084354288009698
-48.762500000000003,0.020095453403667474,0,0.020095453403667474
