t,y1,y2
0,2,0
0.01,1.9935393320653931,-0.67015112008551392
0.02,1.9868188810576708,-0.6739506770837258
0.029999999999999999,1.9800600829585921,-0.67782090688096619
0.040000000000000001,1.9732622198192944,-0.6817640703608191
0.050000000000000003,1.9664245505710032,-0.68578253161398117
0.059999999999999998,1.9595463099625359,-0.6898787640936076
0.070000000000000007,1.9526267074340342,-0.69405535722291423
0.080000000000000002,1.9456649259221805,-0.69831502349785179
0.089999999999999997,1.9386601205917291,-0.70266060612934522
0.10000000000000001,1.9316114174877135,-0.70709508727422232
0.11,1.9245179121021776,-0.71162159690923366
0.12,1.917378667848703,-0.71624342240838623
0.13,1.9101927144373705,-0.72096401889050066
0.14000000000000001,1.9029590461420873,-0.72578702041126042
0.14999999999999999,1.895676619951433,-0.73071625208250179
0.16,1.8883443535932942,-0.73575574321092407
0.17000000000000001,1.8809611234225925,-0.74090974155916478
0.17999999999999999,1.8735257621603139,-0.74618272884439307
0.19,1.8660370564708357,-0.75157943760336132
0.20000000000000001,1.8584937443631733,-0.75710486956869005
0.20999999999999999,1.8508945124002376,-0.76276431571906744
0.22,1.8432379926984686,-0.76856337818667708
0.23000000000000001,1.8355227596982548,-0.77450799422866023
0.23999999999999999,1.8277473266833586,-0.78060446249646442
0.25,1.8199101420250654,-0.78685947186809069
0.26000000000000001,1.8120095851239624,-0.79328013314404977
0.27000000000000002,1.8040439620190285,-0.79987401394945512
0.28000000000000003,1.7960115006300694,-0.80664917723265628
0.28999999999999998,1.7879103455953487,-0.81361422380682669
0.29999999999999999,1.7797385526614868,-0.82077833944601841
0.31,1.7714940825772147,-0.8281513471233487
0.32000000000000001,1.7631747944362537,-0.8357437650682441
0.33000000000000002,1.7547784384073202,-0.84356687142455655
0.34000000000000002,1.7463026477808268,-0.85163277641512125
0.35000000000000003,1.7377449302520933,-0.85995450306465715
0.35999999999999999,1.7291026583495079,-0.86854607770678027
0.37,1.7203730589028254,-0.87742263170782231
0.38,1.7115532014312573,-0.88660051608781099
0.39000000000000001,1.7026399853127665,-0.89609743101605677
0.40000000000000002,1.693630125574467,-0.90593257251693804
0.41000000000000003,1.6845201371185838,-0.91612679915486217
0.41999999999999998,1.6753063171681821,-0.92670282199416842
0.42999999999999999,1.6659847256808127,-0.93768542177302394
0.44,1.6565511634350241,-0.94910169801953659
0.45000000000000001,1.6470011474427069,-0.96098135581164901
0.46000000000000002,1.637329883277413,-0.97335703708878618
0.47000000000000003,1.6275322338324707,-0.98626470492731555
0.47999999999999998,1.6176026839295223,-0.99974409107770856
0.48999999999999999,1.6075353000837087,-1.0138392194406587
0.5,1.5973236845904495,-1.0285990211809288
0.51000000000000001,1.5869609229232657,-1.0440780610413611
0.52000000000000002,1.5764395232126467,-1.0603373993960563
0.53000000000000003,1.5657513462996988,-1.0774456210416947
0.54000000000000004,1.5548875245079723,-1.0954800701809144
0.55000000000000004,1.5438383668291278,-1.1145283422149546
0.56000000000000005,1.532593247641159,-1.1346900978406931
0.57000000000000006,1.5211404753278359,-1.1560792849753962
0.57999999999999996,1.5094671361836423,-1.178826881284436
0.58999999999999997,1.4975589076833253,-1.2030843075989472
0.59999999999999998,1.4853998334456215,-1.2290277147900821
0.60999999999999999,1.4729720498474381,-1.2568634205139462
0.62,1.4602554509837535,-1.2868348780849335
0.63,1.4472272741244652,-1.3192317138620442
0.64000000000000001,1.4338615813900772,-1.3544015978872213
0.65000000000000002,1.4201286041175001,-1.3927660573289558
0.66000000000000003,1.4059939028292816,-1.4348418739528495
0.67000000000000004,1.3914172754384955,-1.4812705458164739
0.68000000000000005,1.376351315285401,-1.5328596518469961
0.69000000000000006,1.3607394718823469,-1.5906422219678995
0.70000000000000007,1.3445133885289957,-1.6559641076306237
0.70999999999999996,1.3275891596163572,-1.7306163355427278
0.71999999999999997,1.3098619227925516,-1.8170423961888571
0.72999999999999998,1.2911977891011805,-1.9186757435485247
0.73999999999999999,1.2714213302242445,-2.0405157818855915
0.75,1.2502952549611672,-2.1901675122305395
0.76000000000000001,1.2274854534694595,-2.3798534170868058
0.77000000000000002,1.2024963533061481,-2.6306650991090947
0.78000000000000003,1.1745394865806966,-2.9826455964971244
0.79000000000000004,1.142229332572392,-3.5227827267485616
0.80000000000000004,1.1027336484851022,-4.4828891248858698
0.81000000000000005,1.0485590644919809,-6.7381750579783306
0.82000000000000006,0.94532801463657035,-17.326399461109908
0.83000000000000007,-1.4931833655686466,-1070.0205562163849
0.83999999999999997,-2.0002459474075223,0.66640685901178798
0.84999999999999998,-1.993563280991179,0.67013766573680422
0.85999999999999999,-1.9868429657636439,0.67393697410730113
0.87,-1.9800843059702429,0.67780694737570435
0.88,-1.9732865837429034,0.68174984606679734
0.89000000000000001,-1.9664490580973299,0.68576803389173613
0.90000000000000002,-1.9595709638707264,0.68986398390136361
0.91000000000000003,-1.9526515105957649,0.69404028509212012
0.92000000000000004,-1.9456898813060561,0.69829964950685675
0.93000000000000005,-1.938685231267953,0.70264491987507571
0.94000000000000006,-1.9316366866330537,0.70707907784165747
0.95000000000000007,-1.9245433430052483,0.71160525283846798
0.95999999999999996,-1.9174042639155888,0.7162267316590869
0.96999999999999997,-1.91021847919762,0.72094696880346176
0.97999999999999998,-1.9029849832551078,0.72576959766681115
0.98999999999999999,-1.8957027332133167,0.7306984426554417
1,-1.8883706469441155,0.73573753232162442
1.01,-1.8809876009542128,0.74089111362048998
1.02,-1.8735524281247429,0.74616366740394724
1.03,-1.8660639152891925,0.75155992528062432
1.04,-1.8585208006353058,0.75708488798646667
1.05,-1.8509217709150587,0.76274384542864426
1.0600000000000001,-1.8432654584450734,0.76854239858598916
1.0700000000000001,-1.8355504378778957,0.77448648347267768
1.0800000000000001,-1.8277752227223587,0.78058239739892332
1.0900000000000001,-1.8199382615887623,0.78683682779353981
1.1000000000000001,-1.8120379341317838,0.79325688388909865
1.1100000000000001,-1.8040725466608156,0.79985013161188057
1.1200000000000001,-1.7960403273837759,0.80662463206690549
1.1300000000000001,-1.7879394212462596,0.81358898406421065
1.1400000000000001,-1.7797678843231199,0.82075237119761579
1.1500000000000001,-1.7715236777140884,0.82812461406340199
1.1599999999999999,-1.76320466088873,0.83571622829541892
1.1699999999999999,-1.7548085844187562,0.84353848919810026
1.1799999999999999,-1.7463330820273071,0.85160350388239392
1.1899999999999999,-1.7377756618750446,0.85992429195602704
1.2,-1.7291336969915481,0.8685148759931236
1.21,-1.7204044147472477,0.87739038321511986
1.22,-1.711584885245609,0.88656716006231429
1.23,-1.7026720084970544,0.89606290163238433
1.24,-1.6936625002146048,0.90589679832000514
1.25,-1.6845528760457955,0.9160897024249044
1.26,-1.6753394340251906,0.92666431802199434
1.27,-1.6660182349957902,0.93764541803010004
1.28,-1.6565850807044402,0.9490600932044333
1.29,-1.6470354892244243,0.96093803875043904
1.3,-1.6373646672956192,0.973311885462257
1.3100000000000001,-1.6275674790963388,0.98621758379183033
1.3200000000000001,-1.6176384108678608,0.99969485113899526
1.3300000000000001,-1.6075715306983138,1.0137876950302935
1.3400000000000001,-1.5973604426314341,1.028545027873097
1.3500000000000001,-1.5869982340903346,1.0440213928318902
